quote,author,tags,likes
"He who is the real tyrant, whatever men may think, is the real slave, and is obliged to practise the greatest adulation and servility, and to be the flatterer of the vilest of mankind. He has desires which he is utterly unable to satisfy, and has more wants than anyone, and is truly poor, if you know how to inspect the whole soul of him: all his life long he is beset with fear and is full of convulsions and distractions, even as the State which he resembles: and surely the resemblance holds? Very true, he said. Moreover, as we were saying before, he grows worse from having power: he becomes and is of necessity more jealous, more faithless, more unjust, more friendless, more impious, than he was at first; he is the purveyor and cherisher of every sort of vice, and the consequence is that he is supremely miserable, and that he makes everybody else as miserable as himself.",Plato,,0
"Söz konusu dokumacı, bir sürü elbise dokuyup onları eskittikten çok sonra, ama son elbisesinden önce ölür. Bu söylediğim, adamın o son elbisesinden daha kısa ömürlü ve daha güçsüz olduğunu göstermez. Bu düşünce ruhla beden için de ifade edilebilir. Onlar hakkında da, bedenin güçsüz ve kısa ömürlü, ruhunsa uzun ömürlü olduğu ve özellikle uzun süre var olması durumunda birçok beden eskittiği söylenebilir.",Plato,classics turkish-translation,0
"And if so, my friend, I said, there is no special faculty of administration in a state which a woman has because she is a woman, or which a man has by virtue of his sex, but the gifts of nature are alike diffused in both; all the pursuits of men are the pursuits of women also, but in all of them a woman is inferior to a man. Very true. Then",Plato,,0
"Ruh için bir felaket olan bu ölümü ve bu dağılmayı kimse bilemez. Durum dediğimiz gibiyse, ölüm karşısına güvenle çıkmak yanlıştır, çünkü ruhun her açıdan ölümsüz ve yıpranmaz olduğu kanıtlanmadıkça bu güven aptallıktan başka bir şey değildir. Ruhun ölümsüzlüğü kanıtlanmadığı sürece, ölmek üzere olan insanlar ruhları için korkmalı, bu seferki ayrılışla bedenlerinin kesin olarak yok olmasından çekinmelidirler.",Plato,classics turkish-translation,0
only those who do not seek power are qualified to hold it,Plato,,0
Always seek wisdom and live a virtuous life.,Plato,philosophy,0
"I exhort you also to take part in the great combat, which is the combat of life, and greater than every other earthly conflict.",Plato,,0
spurious.,Plato,,0
el alma no conserva ningún conocimiento que haya penetrado en ella por la fuerza.,Plato,,0
"There can be no reward so fitting as maintenance in the Prytaneum,",Plato,,0
"Cuando el fin es sublime, todo lo que se sufre para conseguirlo no lo es menos.",Plato,,0
"But why dear Crito, should we care about the opinion of the many? Good men, and they are the only persons worth considering, will think of these things truly as they occurred.",Plato,opinions,0
"-¿Hemos de permitir, pues, tan ligeramente que los niños escuchen cualesquiera mitos, forjados por el primero que llegue, y que den cabida en su espíritu a ideas generalmente opuestas a las que creemos necesario que tengan inculcadas al llegar a mayores? -No debemos permitirlo en modo alguno.",Plato,,0
"SOCRATE.Et par penser entends-tu la même chose que moi ? THÉÉTÈTE.Qu'entends-tu par là ? SOCRATE.Un discours que l'âme s'adresse à elle-même sur les objets qu'elle considère. Prends-moi pour un homme qui ne sait pas très bien ce dont il parle ; c'est peut-être une illusion, mais il me paraît que l'âme, quand elle pense, ne fait autre chose que s'entretenir avec elle-même, interrogeant et répondant, affirmant et niant : et que quand elle se décide, que cette décision se fasse plus ou moins promptement, quand elle sort du doute et qu'elle prononce, c'est cela que nous appelons juger.",Plato,,0
"Socrates, I certainly used to hear, even before meeting you, that you never do anything else than exist in a state of perplexity yourself and put others in a state of perplexity. And now you seem to me to be bewitching me and drugging me and simply subduing me with incantations, so that I come to be full of perplexity. And you seem to me, if it is even appropriate to make something of a joke, to be altogether, both in looks and in other respects, like the flat torpedo fish of the sea. For, indeed, it always makes anyone who approaches and touches it grow numb, and you seem to me now to have done that very sort of thing to me, making me numb. For truly, both in soul and in mouth, I am numb and have nothing with which I can answer you. And yet thousands of times I have made a great many speeches about virtue, and before many people, and done very well, in my own opinion anyway; yet now I’m altogether unable to say what it is.",Plato,confusion perplexity,0
